kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_depth,tce_prad,tce_model_snr,tce_max_mult_ev,tce_num_transits,tce_impact,tce_steff,tce_sradius,av_training_set,av_pred_class
4077006,1,1.08303,132.556,3.163,83.37,1.322,10.52,9.165,991,0.7022,6394.00,1.352,"AFP","AFP"
4077006,2,1.08298,131.709,3.136,122.6,1.591,8.999,9.146,982,0.6682,6394.00,1.352,"AFP","AFP"
4139816,3,46.1844,165.235,4.745,1349,1.893,21.02,19.73,25,0.5953,3992.00,0.494,"PC","PC"
4139816,4,7.82498,136.554,2.102,525.6,1.133,14.44,14.18,155,0.1199,3992.00,0.494,"PC","PC"
4140813,1,13.3602,131.815,2.833,746.2,1.871,21.1,19.76,103,0.3222,4491.00,0.706,"PC","PC"
4141376,1,11.8729,133.405,2.366,348.8,1.968,133.8,135.6,111,0.3096,6134.00,1.042,"PC","PC"
4158876,3,1.42748,131.933,3.5,172.5,2.712,-1,9,935,0.1,7547.00,2.032,"AFP","AFP"
4159347,1,12.2836,137.512,3.696,582.5,5.321,51.94,47.64,110,1,6170.00,1.14,"AFP","AFP"
4159347,2,12.2836,142.04,2.095,393.8,2.274,39.04,37.02,110,0.1229,6170.00,1.14,"AFP","AFP"
4160006,1,1.01837,131.661,3.5,8.687e+04,43.34,-1,4551,179,0.1,6160.00,1.463,"AFP","AFP"
4160235,1,0.623737,132.058,2.843,180.2,3.884,12.24,11.95,2143,0.1,7792.00,2.87,"UNK","NTP"
4178654,1,0.73169,132.113,2.076,141.6,2.735,16.75,13.63,1456,0.7,6873.00,2.144,"NTP","NTP"
4178654,2,1.93502,132.921,3.352,91.89,2.142,6.565,7.646,448,0.5532,6873.00,2.144,"UNK","NTP"
4179599,1,0.674339,131.728,2.272,7.655,0.8433,4.45,8.01,1589,0.9,7294.00,2.631,"NTP","NTP"
4252757,2,0.525304,131.789,1.831,99.42,3.57,17.87,11.99,1907,0.9,7846.00,3.077,"AFP","AFP"
4253413,1,0.83078,131.963,1.089,418.6,8.312,21.86,18.82,1605,0.3392,7502.00,3.979,"AFP","AFP"
4253413,2,0.830766,131.515,1.395,290.3,6.861,13.89,15.46,1603,0.2435,7502.00,3.979,"AFP","AFP"
4253413,3,3.27465,131.882,9,105.2,4.094,-1,7.242,0,0.1,7502.00,3.979,"UNK","NTP"
4253860,1,155.046,166.616,8.737,1659,20.2,33.05,29.81,8,0.9981,6910.00,2.737,"PC","PC"
4274730,2,0.712192,131.996,2.884,66.68,3.162,18.95,14.75,1505,0.7736,9176.00,3.542,"AFP","AFP"
4274748,1,2.27768,132.512,7.537,25.76,0.8304,7.256,8.036,480,0.1,6950.00,1.619,"NTP","NTP"
4275117,1,1.00652,131.714,1.366,138.4,1.081,18.4,18.7,1062,0.5,6089.00,0.889,"AFP","AFP"
4351414,1,0.518092,131.87,1.572,132.6,0.6084,15.75,16.53,2582,0.07462,4940.00,0.526,"UNK","NTP"
4352168,1,10.6438,134.937,4.5,4.411e+05,37.87,-1,2.357e+04,0,0.1,5282.00,0.694,"AFP","AFP"
4352168,2,10.6437,139.21,4.602,1.222e+05,31.93,3865,6507,123,0.8221,5282.00,0.694,"AFP","AFP"
4355012,1,1.52419,133.046,1.767,30.34,3.536,12.63,14.36,883,0.9931,7174.00,4.563,"AFP","AFP"
4378863,1,1.22675,131.82,1.78,29.56,1.353,8.848,10.55,873,0.09573,7492.00,2.452,"AFP","AFP"
4378863,2,1.22676,132.078,2.077,31.62,1.432,10.7,10.42,876,0.4995,7492.00,2.452,"AFP","AFP"
4379599,1,459.335,260.2,1.882,734.8,2.66,2.104,8.811,3,0.7872,5598.00,0.884,"NTP","NTP"
4379925,1,2.41093,133.917,3.429,29.72,1.519,12.87,10.52,445,0.989,7605.00,2.074,"UNK","NTP"
3833007,1,16.2177,147.609,4.938,763.1,2.193,76,70.96,85,0.008687,5834.00,0.797,"PC","PC"
3834317,1,2.18214,131.737,5.727,23.87,0.8986,9.794,10.45,620,0.6048,6903.00,1.75,"UNK","NTP"
3834317,2,4.36718,131.94,9.662,28.81,0.9513,9.119,9.436,309,0.1993,6903.00,1.75,"UNK","NTP"
3850331,1,1.60188,132.63,2.854,37.92,1.118,15.17,14.51,834,0.8964,6756.00,1.563,"AFP","AFP"
3850331,2,1.60177,132.205,2.248,29.91,0.8628,11.28,10.08,839,0.004308,6756.00,1.563,"AFP","AFP"
3850551,1,3.86586,131.574,12.04,48.69,1.076,8.832,8.097,353,0.06756,6392.00,1.536,"NTP","NTP"
3850810,1,0.506767,131.778,1.644,218,5.783,10.94,14.27,2635,0.0255,7511.00,3.867,"AFP","AFP"
3861139,1,0.716679,131.572,2.118,11.41,0.5362,8.725,9.27,1493,0.4985,6723.00,1.534,"AFP","AFP"
3861139,2,0.71669,132.053,1.682,10.16,0.5884,9.045,9.004,1489,0.9324,6723.00,1.534,"AFP","AFP"
3861414,1,1.64916,131.791,4.388,12.33,0.6566,4.716,7.605,651,0.9202,6516.00,1.573,"AFP","AFP"
3861414,2,1.64757,132.34,3.289,40.71,1.018,9.881,9.625,467,0.3,6516.00,1.573,"AFP","AFP"
3869825,2,4.80062,131.837,5.056,731.2,4.022,17.73,18.42,229,0.7002,6705.00,1.389,"AFP","AFP"
3869825,3,4.80046,132.577,8.752,491.8,3.101,11.83,13.21,225,0.003136,6705.00,1.389,"AFP","AFP"
3869825,4,4.80109,133.552,6.717,492.4,3.127,12.69,12.36,225,0.2782,6705.00,1.389,"AFP","AFP"
3869825,5,2.40317,133.568,7.5,260.1,2.257,-1,14.19,155,0.1,6705.00,1.389,"UNK","NTP"
3870389,1,0.551248,131.709,2,1907,3.985,-1,8.2,1936,0.1,5896.00,0.916,"UNK","NTP"
3954227,1,0.594287,131.846,1.182,2137,6.278,33.52,1347,1907,0.9999,4756.00,0.667,"AFP","AFP"
3954227,2,0.592805,131.667,2,3408,3.769,-1,10,1524,0.1,4756.00,0.667,"AFP","AFP"
3954798,1,0.918447,131.871,2.117,2417,9.227,63.07,390.6,1455,0.9668,6269.00,1.316,"AFP","AFP"
3954798,2,0.918541,131.868,1.542,1194,4.571,8.713,24.53,320,0.08535,6269.00,1.316,"AFP","AFP"
3955026,1,2.26979,132.95,7.4,13.09,0.6316,4.876,7.464,597,0.3082,6881.00,1.714,"NTP","NTP"
3966801,1,25.6958,137.397,3.846,1114,1.592,40.44,38.51,42,0.05923,3789.00,0.48,"PC","PC"
3966912,1,55.6643,156.349,22.75,3448,9.346,79.04,77.71,21,0.9987,5588.00,0.853,"AFP","AFP"
3966912,2,55.6636,185.743,2.146,8155,13.49,59.83,73.67,21,0.9881,5588.00,0.853,"AFP","AFP"
3967018,1,0.632802,132.017,1.276,30.96,0.6584,8.592,10.05,1691,0.49,6067.00,1.148,"UNK","AFP"
4038095,3,4.85243,132.211,4.639,52.26,2.413,10.62,10.68,277,0.00141,7612.00,3.301,"AFP","AFP"
4039966,1,531.809,314.959,6.586,236.7,5.652,4.256,10.16,3,0.9796,6280.00,2.746,"UNK","NTP"
4040636,1,426.963,155.012,11.3,276.6,2.232,4.564,8.117,3,0.3789,6606.00,1.314,"UNK","NTP"
4064365,4,1.99038,131.678,2.149,28.89,2.543,10.11,9.87,382,0.9974,11096.00,3.019,"AFP","AFP"
4064365,5,1.99047,132.664,4.633,20.45,1.581,9.937,9.41,398,0.9234,11096.00,3.019,"AFP","AFP"
4066066,1,2.68669,132.651,7.718,30.42,0.7425,9.439,9.958,404,0.02719,6877.00,1.334,"AFP","AFP"
4066066,2,2.68713,133.599,7.323,31.83,0.8033,10.15,10.28,402,0.6861,6877.00,1.334,"AFP","AFP"
4077006,3,1.08302,132.352,1.63,166,2.044,8.579,7.367,985,0.9015,6394.00,1.352,"AFP","AFP"
4077032,1,1.25393,131.811,4.5,37.77,1.179,-1,10.61,853,0.1,6924.00,1.898,"UNK","NTP"
4077032,2,1.08278,131.676,2.651,467.7,5.303,17.29,10.63,614,0.9736,6924.00,1.898,"NTP","NTP"
4077252,1,0.534111,131.805,0.6969,51.53,2.017,25.49,18.83,2002,0.901,10747.00,2.432,"NTP","AFP"
4077252,2,1.32574,132.894,4.697,14.34,1.047,10.29,7.935,796,0.8904,10747.00,2.432,"UNK","NTP"
4141464,1,3.2307,134.632,7.399,33.77,0.7613,8.125,9.859,418,0.05569,6292.00,1.306,"UNK","NTP"
4141464,2,0.807638,131.568,3.128,16.91,0.539,7.742,7.962,1243,0.03185,6292.00,1.306,"NTP","NTP"
4141670,1,1.17729,132.079,1.542,19.1,0.9118,14.14,11.81,1132,0.9904,7168.00,1.529,"UNK","NTP"
4160235,2,1.59442,132.91,3.247,386.3,8.56,11.84,10.97,521,0.9876,7792.00,2.87,"UNK","NTP"
4160669,1,2.18354,132.688,3.191,2270,0.8891,1126,2082,598,0.4184,3200.00,0.185,"UNK","AFP"
4160676,1,3.93321,133.617,9.871,85.44,1.121,8.832,8.961,293,0.9144,6258.00,1.022,"AFP","AFP"
4180099,1,0.5398,131.725,1.204,205.4,4.197,14.45,12.95,1980,0.1247,8076.00,2.887,"AFP","AFP"
4180099,2,0.539793,132.001,1.338,174.3,3.896,12.84,11.54,1973,0.326,8076.00,2.887,"AFP","AFP"
4180099,3,0.743648,131.897,2,259.8,4.702,-1,8.812,860,0.1,8076.00,2.887,"NTP","NTP"
4180199,1,0.988349,131.673,1.339,43.41,2.379,1.773,10.46,1083,0.9927,7452.00,2.544,"NTP","NTP"
4180199,2,0.657697,131.908,1.563,86.23,2.94,4.162,10,1410,0.9587,7452.00,2.544,"AFP","AFP"
4253860,2,0.525603,131.999,1.725,19.72,1.419,9.355,9.902,2523,0.9046,6910.00,2.737,"AFP","AFP"
4253860,3,0.525618,131.713,2,167,3.577,-1,9.728,0,0.1,6910.00,2.737,"AFP","AFP"
4254466,1,42.3005,168.777,4.342,548,2.29,22.49,22.18,31,0.3014,5749.00,0.978,"PC","PC"
4254741,1,0.51502,131.946,1.082,67.84,1.499,6.46,8.301,2597,0.7346,7382.00,1.676,"AFP","AFP"
4275186,1,0.963724,131.686,2.807,9.86,0.574,4.54,7.189,1108,0.2859,7191.00,1.791,"NTP","NTP"
4275191,1,3.89594,131.568,2.378,9524,8.013,381.4,389.6,274,0.6348,5557.00,0.781,"PC","PC"
4275328,1,6.15053,132.521,4.285,2666,14.68,368.6,369.3,175,0.9991,6691.00,1.565,"AFP","AFP"
4275328,2,3.07525,132.635,3.382,378.2,3.173,57.57,60.12,173,0.5544,6691.00,1.565,"UNK","AFP"
4355012,2,0.762096,132.013,2.459,17.13,1.912,11.01,12.38,1762,0.1014,7174.00,4.563,"UNK","NTP"
4355012,3,1.52428,131.753,2.28,26.02,2.497,12.31,12.68,879,0.7006,7174.00,4.563,"AFP","AFP"
4355012,4,0.598306,131.855,2,194.5,6.447,-1,8.76,0,0.1,7174.00,4.563,"UNK","NTP"
4356621,1,1.73172,132.934,3.045,54.42,1.003,10.34,10.49,772,0.8779,5749.00,1.165,"AFP","AFP"
4380283,1,0.872361,132.027,2.5,3.135e+05,47.26,-1,1.356e+04,0,0.1,6240.00,1.048,"UNK","AFP"
4380558,1,0.745945,132.194,2.661,65.86,0.8373,9.932,10.32,1438,0.3,6395.00,1.017,"AFP","AFP"
4380558,2,0.745992,131.769,3.392,74.14,0.8817,12.96,8.498,1436,0.1419,6395.00,1.017,"AFP","AFP"
4380560,1,0.705799,131.978,2.735,79.96,0.8633,9.603,9.541,1227,0.04868,6106.00,0.966,"UNK","AFP"
3834317,3,1.09057,132.353,3.487,25.37,0.8907,11.35,8.142,640,0.1,6903.00,1.75,"UNK","NTP"
3834322,1,0.996858,131.575,1.012,206,1.27,16.51,14.07,1332,0.9002,4787.00,0.714,"AFP","AFP"
3834322,2,0.996876,132.07,1.084,216,1.144,18.2,14.74,1345,0.7268,4787.00,0.714,"AFP","AFP"
3834360,1,2.90845,132.317,1.685,630.8,2.122,62.39,56.71,461,0.5006,5782.00,0.822,"AFP","AFP"
3850810,2,0.506768,131.905,1.537,78.31,3.545,3.564,16.23,2632,0.4722,7511.00,3.867,"AFP","AFP"
3851130,1,2.69791,133.651,2.346,126.8,1.605,21.9,21.42,494,0.6622,5609.00,1.348,"AFP","AFP"
3851134,1,0.918482,131.849,2.019,31.03,0.6712,9.074,8.815,1456,0.01259,6444.00,1.2,"AFP","AFP"
3851151,1,1.08675,131.798,3.598,4.216,0.4676,9.599,8.262,1234,0.6619,8429.00,2.141,"UNK","NTP"
3861595,1,3.84938,134.429,2.247,1270,10.79,228.7,238.2,274,0.3001,6244.00,2.992,"AFP","AFP"
3861595,2,3.8493,132.499,2.276,63.16,2.547,12.03,11.27,275,0.7006,6244.00,2.992,"AFP","AFP"
3861611,1,3.8493,134.444,2.419,504.9,2.031,13.82,12.47,224,0.0003092,5984.00,0.906,"AFP","AFP"
3935200,1,0.500557,131.673,2.366,34.39,0.456,9.37,8.292,2680,0.0337,5229.00,0.796,"UNK","NTP"
3935914,1,1.59474,132.376,1.952,1.505e+04,11.33,996.3,1094,762,0.52,5934.00,0.893,"PC","PC"
3936061,1,71.007,140.879,5.554,169.5,1.194,6.45,7.536,19,0.7341,5847.00,0.849,"UNK","PC"
3955817,1,4.24258,135.039,2.257,190.3,1.054,15.11,15.67,319,0.01839,5328.00,0.78,"PC","PC"
3955867,1,33.6567,160.91,6.373,1.691e+04,84.9,265.1,247.5,38,0.9736,4880.00,3.909,"AFP","AFP"
3955867,2,33.6567,162.206,6.51,1.675e+04,80.41,262.8,239.6,39,0.9591,4880.00,3.909,"AFP","AFP"
3955867,3,269.264,329.94,24,3.071e+04,66.21,40.63,83.39,5,0.0007455,4880.00,3.909,"UNK","NTP"
3967085,1,1.01272,132.429,3.409,19.6,0.6333,5.541,7.994,1056,0.1,6832.00,1.418,"NTP","NTP"
3967085,2,4.05145,133.045,2.146,55.78,1.078,7.403,7.16,260,0.3102,6832.00,1.418,"NTP","NTP"
3967219,1,2.08082,132.142,2.932,244,3.115,18.26,17.62,520,0.4498,9711.00,1.915,"NTP","NTP"
3967268,1,0.912729,131.583,3.079,54.27,2.071,4.1,11.41,1171,0.9021,7232.00,2.413,"NTP","NTP"
4042026,1,34.8201,163.016,11.16,1.909e+04,11.44,727.4,758.5,39,0.6631,5114.00,0.784,"AFP","AFP"
4042026,2,34.8203,138.39,12.7,2294,4.592,98.94,98.19,40,0.9059,5114.00,0.784,"AFP","AFP"
4042088,1,3.22599,134.725,1.674,42.78,0.9573,7.001,7.376,415,0.8979,6475.00,1.254,"NTP","NTP"
4042590,1,1.03705,131.894,2.083,284.4,4.394,16.87,15.25,1288,0.9822,7299.00,1.94,"AFP","AFP"
4066281,1,0.843789,131.941,1.437,17.6,1.847,8.759,8.138,1267,0.6998,7294.00,4.095,"UNK","NTP"
4066898,1,1.34698,132.63,2.762,34.52,0.9085,9.143,8.215,798,0.474,6790.00,1.497,"UNK","NTP"
4067110,1,0.735126,132.247,1.777,29.07,0.7017,10.87,11.24,1454,0.1164,6661.00,1.29,"AFP","AFP"
4077275,1,2.1265,133.488,9.12,14.53,2.252,7.217,8.164,507,0.7798,9155.00,5.396,"NTP","NTP"
4077526,1,10.2187,136.861,4.429,490.2,2.991,25.39,24.29,107,0.9479,6100.00,1.083,"PC","PC"
4077526,2,15.5736,132.442,5.25,474.9,2.964,20.99,20.81,68,0.9517,6100.00,1.083,"PC","PC"
4141670,2,0.665856,132.169,1.519,14.2,0.5897,8.472,7.877,1753,0.3,7168.00,1.529,"NTP","NTP"
4141760,1,7.54129,132.29,14.81,41.06,0.811,10.53,10.02,186,0.4426,6134.00,1.238,"NTP","NTP"
4142768,1,13.9959,131.657,4.953,1.945e+04,61.78,941.4,888.3,96,0.9784,5638.00,2.703,"AFP","AFP"
4142768,2,13.9961,132.02,11.84,3083,27.85,50.96,63.94,97,1,5638.00,2.703,"AFP","AFP"
4160676,2,3.93368,132.175,6.31,136.6,2.054,11.88,11.54,293,0.995,6258.00,1.022,"AFP","AFP"
4160676,3,3.93409,134.719,17.07,127.3,1.182,13.97,12.09,293,0.4525,6258.00,1.022,"AFP","AFP"
4160683,1,3.93368,132.164,14.59,101.7,1.153,6.905,7.913,296,0.719,6167.00,1.064,"AFP","AFP"
4160683,2,3.93382,133.505,12.17,127.1,1.261,9.147,8.153,294,0.636,6167.00,1.064,"AFP","AFP"
4180199,3,0.657737,131.573,3.158,153,3.436,9.53,10.48,1483,0.7688,7452.00,2.544,"AFP","AFP"
4180280,1,4.17625,133.091,3.563,1398,2.869,223.1,224,259,0.3358,4952.00,0.782,"PC","PC"
4180346,1,1.45,132.154,5.396,32.1,0.8422,8.897,8.948,739,0.596,6455.00,1.42,"UNK","NTP"
4254741,2,0.515073,131.836,1.648,144.8,2.336,7.352,10.42,704,0.9,7382.00,1.676,"AFP","AFP"
4254741,3,0.515043,132.009,1.614,60.05,1.505,4.765,7.519,2246,0.9004,7382.00,1.676,"AFP","AFP"
4254741,4,1.44105,131.886,4.5,47.54,1.173,-1,7.482,0,0.1,7382.00,1.676,"NTP","NTP"
4255422,1,165.406,141.576,13.59,6.636e+04,89.86,3539,3653,8,0.9671,6061.00,2.185,"AFP","AFP"
4275721,1,8.18185,134.812,2.449,294.4,1.789,25.73,22.96,130,0.7171,6224.00,0.969,"PC","PC"
4275721,2,3.77359,134.072,2.724,179.2,1.315,24.72,22.79,286,0.2959,6224.00,0.969,"AFP","PC"
4275739,1,2.17183,133.558,3.113,4.311e+04,27.59,1386,1816,395,0.9309,5650.00,0.891,"AFP","AFP"
4276002,1,0.682356,131.729,1.889,18.36,0.9794,2.964,11.41,1569,0.8944,7559.00,1.983,"UNK","NTP"
4356766,1,1.73179,132.898,4.767,5.368e+04,39.28,1900,3633,655,0.9769,5761.00,1.029,"AFP","AFP"
4357960,1,1.65841,131.665,4.687,23.17,1.054,10.77,10.76,811,0.02379,7063.00,2.169,"AFP","AFP"
4357960,2,1.65852,132.05,3.418,28.01,1.169,12.56,11.2,814,0.3014,7063.00,2.169,"AFP","AFP"
4357960,3,3.31675,132.839,2.57,28.41,1.388,8.993,7.655,401,0.9342,7063.00,2.169,"UNK","NTP"
4380775,1,411.416,178.472,12.69,176.6,15.22,2.114,15.19,3,0.837,4289.00,9.814,"UNK","NTP"
4380834,1,3.69634,132.053,7.626,298.8,9.544,9.004,8.103,290,0.9689,7234.00,4.259,"AFP","AFP"
4380834,2,3.69624,133.878,11.97,214.2,6.664,8.49,10.03,292,0.6996,7234.00,4.259,"AFP","AFP"
4380951,1,1.32979,131.64,2.982,28.41,2.075,9.844,9.311,809,0.7,7207.00,3.637,"AFP","AFP"
3834364,1,2.90845,132.316,2.561,6.389e+04,28.59,3314,3819,461,0.9202,5631.00,0.764,"UNK","AFP"
3834364,2,1.45423,132.314,2.28,8860,9.926,530.6,580.5,456,0.9392,5631.00,0.764,"UNK","AFP"
3835670,1,14.5573,145.095,7.888,962.4,4.634,169.8,170.4,95,0.6696,5774.00,1.412,"PC","PC"
3836375,1,1.54039,131.999,1.711,798.2,2.556,43.37,39.69,841,0.1426,5663.00,0.915,"AFP","AFP"
3851193,1,1.34107,131.843,3.582,1.052e+05,39.48,5154,9869,1007,0.3,6338.00,1.196,"UNK","AFP"
3851194,1,0.918453,131.86,2.174,16.77,0.6151,6.699,10.24,1456,0.8973,6067.00,1.275,"AFP","AFP"
3851949,1,54.7714,143.745,37.27,7467,35.06,209.3,78.43,26,0.6501,5145.00,3.866,"UNK","AFP"
3862244,1,4.46523,132.1,15.09,22.23,1.21,8.804,9.183,245,0.2075,8132.00,2.53,"UNK","NTP"
3862246,1,4.70249,131.606,2.315,4878,9.768,219.3,235.7,230,0.9702,5408.00,0.878,"AFP","AFP"
3862246,2,2.35125,131.55,1.493,638.1,2.186,30.24,26.87,223,0.1,5408.00,0.878,"UNK","AFP"
3862353,1,1.99704,132.477,5.602,155.1,3.454,8.233,7.802,211,0.3,10974.00,2.677,"NTP","NTP"
3936965,1,1.89179,131.789,5.143,28.41,0.7835,9.398,9.864,715,0.009627,6549.00,1.463,"NTP","NTP"
3937519,1,3.41304,132.443,2.606,3957,4.425,467.3,477.2,398,0.09801,5332.00,0.714,"PC","PC"
3937519,2,5.8966,134.036,3.201,137.4,0.8261,13.13,11.96,209,0.1722,5332.00,0.714,"PC","PC"
3937814,1,214.886,213.397,10.11,830.5,2.51,16.9,16.24,7,0.3771,5375.00,0.876,"PC","PC"
3956238,1,0.971565,132.044,3.849,6.767,0.4436,4.242,7.655,1379,0.8365,6572.00,1.52,"NTP","NTP"
3957082,1,3.77885,134.202,5.709,43.86,0.7518,16.55,15.92,354,0.507,6112.00,1.104,"AFP","AFP"
3957270,1,350.067,224.106,10.08,98.92,58.19,3.341,15.81,4,0.8883,4198.00,47.68,"UNK","NTP"
3967268,2,0.626921,131.547,2,166.8,3.177,12.58,11.22,1102,0.3,7232.00,2.413,"UNK","NTP"
3967268,3,1.82546,132.992,6.008,183.2,3.296,10.32,9.694,564,1e-05,7232.00,2.413,"UNK","NTP"
3967326,1,4.19577,135.176,2.135,898.1,2.967,39.74,35.94,209,0.3004,5229.00,1.005,"PC","PC"
3967333,1,0.562081,131.889,0.8917,4.829,0.4225,0.2904,12.59,1900,0.9804,6937.00,1.465,"AFP","AFP"
4042590,2,1.03707,132.41,2.021,368.5,6.491,23.3,18.48,1293,0.9953,7299.00,1.94,"AFP","AFP"
4043190,1,6.40087,136.882,2.567,130.2,1.954,21.62,20.76,207,0.9009,5426.00,1.421,"PC","PC"
4043227,1,4.42021,134.287,8.14,117.7,2.375,16.23,13.23,307,0.9805,7498.00,1.687,"UNK","NTP"
4067336,1,10.1274,135.267,1.218,1006,3.761,19.15,17.16,102,0.3544,6392.00,1.162,"PC","PC"
4067549,1,7.69843,137.868,5.435,5.016e+04,32.6,1239,1611,140,0.9803,5778.00,0.881,"AFP","AFP"
4067549,2,7.69843,134.018,5.39,1.351e+04,15.12,427.7,460,147,0.9499,5778.00,0.881,"AFP","AFP"
4067925,1,24.22,146.438,3.835,851.9,2.331,12.63,13.23,45,0.5589,5172.00,0.78,"PC","PC"
4077526,3,40.1016,132.709,4.718,585,2.619,16.05,14.28,25,0.1303,6100.00,1.083,"PC","PC"
4077526,4,4.45819,134.393,2.72,185,1.471,12.26,11.71,210,0.007849,6100.00,1.083,"PC","PC"
4077558,1,0.588085,131.647,1.9,37.13,1.031,8.297,10.37,1815,0.701,7027.00,1.577,"UNK","NTP"
4077901,1,12.1097,140.761,8.205,119.1,0.824,23.55,23.23,88,0.4992,5437.00,0.739,"AFP","AFP"
4142768,3,13.9963,144.892,12.45,171.1,3.521,6.633,14.26,97,0.043,5638.00,2.703,"AFP","AFP"
4142768,4,13.9963,132.935,7.5,111.1,2.839,-1,16.95,89,0.1,5638.00,2.703,"AFP","AFP"
4142789,1,0.505252,131.761,0.8277,151.4,0.7607,13.82,12.35,2649,0.9033,5135.00,0.528,"AFP","AFP"
4142789,2,0.505257,131.555,1.196,159.8,0.6802,16.1,14.05,2638,0.1417,5135.00,0.528,"AFP","AFP"
4160876,1,4.45241,131.765,14.85,6.147,0.9341,7.298,7.916,309,0.02804,8511.00,3.717,"AFP","AFP"
4160876,2,4.45392,134.184,15.02,6.542,0.9716,9.203,8.56,308,0.3059,8511.00,3.717,"AFP","AFP"
4164393,1,49.6128,165.999,7.102,1.331e+05,55.63,2050,3227,21,0.9032,6241.00,1.031,"AFP","AFP"
4180375,1,0.782667,131.537,2.486,71.7,1.369,17.43,14.95,1365,0.1,7069.00,1.597,"AFP","AFP"
4180375,2,0.782769,131.677,1.987,59.7,1.282,13.77,11.04,1365,0.5062,7069.00,1.597,"AFP","AFP"
4180375,3,1.82625,132.389,5.941,84.83,1.708,12.55,8.35,409,0.9,7069.00,1.597,"UNK","NTP"
4180375,4,0.913194,131.523,3.167,62.23,1.463,7.688,11.63,356,0.9003,7069.00,1.597,"UNK","NTP"
4255944,1,4.20837,135.46,8.736,30.47,1.711,11.78,12.27,321,0.8945,6845.00,2.674,"AFP","AFP"
4255944,2,4.208,133.95,7.093,23.28,1.668,10.55,10.56,317,0.9748,6845.00,2.674,"AFP","AFP"
4255944,3,4.20843,132.778,7.238,21.81,1.612,10.78,10.3,321,0.9743,6845.00,2.674,"AFP","AFP"
4276002,2,0.521984,132.01,2.107,81.44,2.021,13.66,10.71,1540,0.8596,7559.00,1.983,"NTP","NTP"
4276114,1,3.7224,133.568,2.54,5.7e+04,27.15,1436,1636,277,0.9032,5747.00,0.799,"AFP","AFP"
4276114,2,3.7224,131.707,2.366,4637,7.811,138.3,136.8,283,0.9575,5747.00,0.799,"AFP","AFP"
4357967,1,1.20165,131.944,2.82,27.87,1.752,10.65,9.748,1114,0.3418,7055.00,3.254,"AFP","AFP"
4357967,2,1.20168,131.549,3.076,16.14,1.436,7.197,7.926,1113,0.7846,7055.00,3.254,"AFP","AFP"
4357985,1,8.65306,136.664,1.375,370.3,1.735,11.23,11.54,157,0.8954,5210.00,0.749,"AFP","AFP"
4380951,2,1.38096,132.667,3.092,35.57,2.177,10.44,9.443,600,0.08036,7207.00,3.637,"UNK","NTP"
4380951,3,1.32972,132.505,2.436,31.7,2.403,9.524,8.378,625,0.9,7207.00,3.637,"AFP","AFP"
4381016,1,0.609647,131.698,2.124,39.77,2.049,7.744,8.219,1755,0.2663,7226.00,3.211,"NTP","NTP"
3836399,1,1.54036,132.014,1.956,565.5,2.17,52.86,116.4,864,0.9235,4911.00,0.724,"AFP","AFP"
3836399,2,1.54039,132.766,1.409,185.6,0.9607,18.41,16.24,866,0.1116,4911.00,0.724,"AFP","AFP"
3836399,3,1.54013,131.838,3.88,58.36,0.5395,8.075,7.351,871,0.2394,4911.00,0.724,"AFP","AFP"
3836413,1,1.54038,132.002,2.44,4.648e+04,33.64,274,573.9,865,0.9489,5780.00,1,"AFP","AFP"
3836413,2,0.770197,131.995,1.5,3.321e+04,18.17,-1,31.46,868,0.1,5780.00,1,"AFP","AFP"
3851949,2,54.7717,178.926,26.16,2000,18,59.36,33.87,24,0.6265,5145.00,3.866,"UNK","AFP"
3852258,1,5.75847,135.11,2.487,813.8,70.43,46.46,41.59,235,0.3,4754.00,25.29,"AFP","AFP"
3852258,2,5.75849,132.416,2.346,334.5,44.56,19.93,19.31,229,0.09549,4754.00,25.29,"AFP","AFP"
3852644,1,0.604754,131.952,2.399,89.08,1.693,15.25,13.07,2160,0.6895,8175.00,1.677,"UNK","NTP"
3862354,1,0.614876,131.699,2.742,14.62,0.3873,6.095,7.467,1750,9.918e-05,6000.00,1.014,"UNK","NTP"
3863594,1,0.931045,131.704,2.281,28.98,1.034,8.956,9.373,1149,0.8977,7201.00,1.658,"UNK","NTP"
3863594,2,0.778035,131.763,2.184,34.62,0.9966,8.655,7.876,1053,0.3014,7201.00,1.658,"UNK","NTP"
3863594,3,20.7177,141.534,56.63,574.5,4.552,18.62,7.945,55,0.8814,7201.00,1.658,"UNK","NTP"
3937814,2,10.729,134.683,0.5583,446.3,1.965,10.3,8.085,126,0.5001,5375.00,0.876,"UNK","NTP"
3937814,3,8.1962,135.096,2.045,160,1.236,7.976,7.405,161,0.7942,5375.00,0.876,"UNK","PC"
3938073,1,31.0243,158.865,7.625,9.702e+04,53.23,6849,9111,46,0.9238,6021.00,1.137,"AFP","AFP"
3938073,2,31.0243,135.089,7.238,2.933e+04,32.65,2594,2746,42,0.9872,6021.00,1.137,"AFP","AFP"
3957477,1,0.979116,131.707,1.484,90.86,1.226,12.02,99.88,1364,0.972,5566.00,0.955,"AFP","AFP"
3957477,2,0.978103,132.113,1.434,116.7,1.03,12.26,13.66,1108,0.2606,5566.00,0.955,"AFP","AFP"
